gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,GDP_per_capita,total_early_clicks
M,Lower Than A Level,70-80%,0-35,0,120,N,Pass,29325.385023898034,171.0
M,A Level or Equivalent,10-20,0-35,0,150,N,Distinction,29325.385023898034,482.0
F,Lower Than A Level,10-20,0-35,0,60,N,Distinction,29325.385023898034,493.0
M,Post Graduate Qualification,,0-35,0,120,N,Withdrawn,29325.385023898034,55.0
M,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,29325.385023898034,655.0
F,Lower Than A Level,10-20,0-35,0,60,N,Fail,30300.0,2.0
M,HE Qualification,,0-35,0,60,N,Fail,29325.385023898034,177.0
F,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,29325.385023898034,514.0
M,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,29325.385023898034,48.0
M,Lower Than A Level,10-20,0-35,0,150,N,Distinction,29325.385023898034,1281.0
M,Lower Than A Level,30-40%,0-35,0,30,N,Pass,29325.385023898034,904.0
M,HE Qualification,30-40%,35-55,0,60,N,Distinction,29325.385023898034,637.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,29325.385023898034,107.0
M,HE Qualification,,0-35,0,120,N,Pass,27200.0,156.0
F,A Level or Equivalent,20-30%,0-35,0,120,Y,Distinction,29325.385023898034,379.0
M,A Level or Equivalent,30-40%,35-55,0,120,Y,Distinction,29325.385023898034,2288.0
F,HE Qualification,90-100%,0-35,0,60,N,Distinction,29325.385023898034,247.0
M,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,29325.385023898034,180.0
F,HE Qualification,90-100%,0-35,0,60,N,Pass,27200.0,477.0
F,Lower Than A Level,10-20,0-35,0,180,N,Withdrawn,29325.385023898034,209.0
M,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,29325.385023898034,296.0
M,HE Qualification,0-10%,0-35,0,150,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,40-50%,35-55,0,90,N,Pass,29325.385023898034,1151.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,29325.385023898034,101.0
M,HE Qualification,20-30%,0-35,0,60,N,Distinction,29325.385023898034,783.0
M,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,29325.385023898034,1.0
F,Lower Than A Level,10-20,0-35,0,120,N,Fail,29325.385023898034,602.0
M,HE Qualification,40-50%,0-35,0,60,N,Pass,29325.385023898034,489.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,430.0
F,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,29325.385023898034,381.0
M,Post Graduate Qualification,,35-55,0,90,N,Distinction,29325.385023898034,148.0
F,Lower Than A Level,10-20,0-35,0,120,N,Pass,30300.0,321.0
M,HE Qualification,20-30%,0-35,0,60,N,Pass,29325.385023898034,178.0
M,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,29325.385023898034,211.0
M,A Level or Equivalent,,0-35,0,120,N,Pass,27200.0,174.0
M,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,40-50%,0-35,0,30,Y,Distinction,29325.385023898034,279.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,168.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,29325.385023898034,119.0
M,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,29325.385023898034,3.0
M,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,29325.385023898034,180.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,29325.385023898034,239.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Pass,29325.385023898034,262.0
M,Lower Than A Level,,35-55,0,60,Y,Withdrawn,29325.385023898034,75.0
F,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction,29325.385023898034,261.0
M,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,29325.385023898034,237.0
M,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,29325.385023898034,197.0
M,Lower Than A Level,80-90%,0-35,0,240,N,Withdrawn,29325.385023898034,8.0
M,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,29325.385023898034,348.0
M,HE Qualification,20-30%,35-55,0,150,N,Fail,29325.385023898034,182.0
F,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,29325.385023898034,237.0
M,Lower Than A Level,,35-55,0,60,N,Distinction,29325.385023898034,524.0
M,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,29325.385023898034,178.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction,29325.385023898034,431.0
F,HE Qualification,90-100%,0-35,0,30,N,Withdrawn,29325.385023898034,411.0
F,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,609.0
M,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,29325.385023898034,168.0
F,Post Graduate Qualification,,0-35,0,90,N,Distinction,27200.0,231.0
F,HE Qualification,60-70%,0-35,0,30,N,Pass,29325.385023898034,169.0
M,Post Graduate Qualification,90-100%,35-55,0,30,N,Fail,29325.385023898034,116.0
F,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,90-100%,0-35,0,60,N,Pass,30300.0,303.0
M,HE Qualification,50-60%,0-35,0,60,N,Fail,29325.385023898034,5.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,29325.385023898034,335.0
M,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,60-70%,35-55,0,60,N,Pass,29325.385023898034,607.0
M,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,29325.385023898034,110.0
M,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,30300.0,4.0
M,A Level or Equivalent,10-20,0-35,0,150,N,Pass,29325.385023898034,340.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Fail,29325.385023898034,132.0
M,Lower Than A Level,,0-35,0,30,N,Fail,29325.385023898034,350.0
M,Lower Than A Level,70-80%,0-35,0,120,Y,Fail,29325.385023898034,375.0
M,HE Qualification,,0-35,0,90,N,Pass,29325.385023898034,671.0
M,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,29325.385023898034,279.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,462.0
M,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,30300.0,1.0
M,Lower Than A Level,,0-35,0,30,N,Fail,29325.385023898034,275.0
M,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,30300.0,81.0
M,Post Graduate Qualification,,35-55,0,30,N,Distinction,29325.385023898034,311.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,29325.385023898034,126.0
M,HE Qualification,30-40%,35-55,0,120,N,Pass,30300.0,354.0
M,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,334.0
M,HE Qualification,60-70%,0-35,0,60,N,Pass,29325.385023898034,518.0
F,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,29325.385023898034,1103.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,29325.385023898034,133.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,29325.385023898034,170.0
M,Lower Than A Level,20-30%,0-35,0,120,N,Pass,29325.385023898034,616.0
M,HE Qualification,,0-35,0,90,N,Withdrawn,29325.385023898034,251.0
F,Lower Than A Level,20-30%,35-55,0,60,Y,Distinction,29325.385023898034,433.0
M,HE Qualification,60-70%,0-35,0,30,N,Pass,29325.385023898034,336.0
M,HE Qualification,50-60%,0-35,0,60,N,Fail,29325.385023898034,123.0
F,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,29325.385023898034,584.0
M,Lower Than A Level,10-20,0-35,0,90,N,Pass,29325.385023898034,963.0
M,HE Qualification,0-10%,0-35,0,105,Y,Withdrawn,29325.385023898034,146.0
F,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,29325.385023898034,613.0
F,A Level or Equivalent,50-60%,35-55,0,180,Y,Withdrawn,29325.385023898034,8.0
M,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,93.0
M,HE Qualification,70-80%,0-35,0,60,N,Pass,27200.0,280.0
M,A Level or Equivalent,70-80%,0-35,0,210,N,Withdrawn,29325.385023898034,527.0
M,A Level or Equivalent,30-40%,35-55,0,90,N,Distinction,29325.385023898034,365.0
M,Lower Than A Level,30-40%,0-35,0,120,N,Pass,29325.385023898034,347.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,29325.385023898034,125.0
M,Lower Than A Level,,0-35,0,120,N,Distinction,29325.385023898034,414.0
F,HE Qualification,,0-35,0,150,N,Withdrawn,29325.385023898034,306.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,29325.385023898034,282.0
F,A Level or Equivalent,50-60%,0-35,0,210,N,Withdrawn,29325.385023898034,82.0
M,HE Qualification,,0-35,0,90,N,Distinction,29325.385023898034,572.0
M,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,29325.385023898034,120.0
F,Lower Than A Level,,35-55,0,120,N,Distinction,29325.385023898034,357.0
M,Post Graduate Qualification,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,,0-35,0,120,N,Pass,29325.385023898034,444.0
M,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,29325.385023898034,195.0
F,HE Qualification,50-60%,55<=,0,60,N,Distinction,29325.385023898034,1535.0
F,HE Qualification,60-70%,0-35,0,120,N,Distinction,30300.0,954.0
M,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,29325.385023898034,365.0
F,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass,29325.385023898034,185.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,29325.385023898034,623.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,29325.385023898034,144.0
M,Lower Than A Level,10-20,0-35,0,150,Y,Withdrawn,29325.385023898034,11.0
M,A Level or Equivalent,90-100%,0-35,0,150,N,Withdrawn,29325.385023898034,0.0
F,Post Graduate Qualification,,0-35,0,90,N,Pass,29325.385023898034,0.0
M,HE Qualification,70-80%,0-35,0,30,N,Pass,29325.385023898034,330.0
F,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,29325.385023898034,74.0
M,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,29325.385023898034,49.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction,30300.0,563.0
F,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,29325.385023898034,327.0
M,HE Qualification,90-100%,55<=,0,30,N,Distinction,29325.385023898034,518.0
M,HE Qualification,80-90%,55<=,0,30,N,Distinction,29325.385023898034,407.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,90-100%,35-55,0,60,N,Fail,29325.385023898034,397.0
M,Lower Than A Level,10-20,35-55,0,240,N,Withdrawn,30300.0,0.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,29325.385023898034,80.0
F,Lower Than A Level,10-20,35-55,0,120,Y,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,29325.385023898034,461.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,29325.385023898034,487.0
F,HE Qualification,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,256.0
M,Post Graduate Qualification,90-100%,0-35,0,30,N,Pass,29325.385023898034,127.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,0-10%,0-35,0,90,N,Pass,29325.385023898034,977.0
F,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,29325.385023898034,5.0
M,No Formal quals,20-30%,0-35,0,120,N,Fail,29325.385023898034,102.0
F,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,29325.385023898034,155.0
M,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,30300.0,104.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,29325.385023898034,42.0
F,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,29325.385023898034,540.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,29325.385023898034,367.0
M,A Level or Equivalent,10-20,0-35,0,90,N,Pass,29325.385023898034,112.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,29325.385023898034,90.0
M,A Level or Equivalent,10-20,0-35,0,30,Y,Withdrawn,29325.385023898034,121.0
F,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,30300.0,196.0
M,Lower Than A Level,0-10%,35-55,0,90,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,29325.385023898034,11.0
M,HE Qualification,,0-35,0,30,N,Fail,29325.385023898034,168.0
M,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,29325.385023898034,198.0
M,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn,29325.385023898034,103.0
M,HE Qualification,30-40%,35-55,0,90,N,Distinction,29325.385023898034,369.0
M,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,30300.0,327.0
M,HE Qualification,80-90%,0-35,0,120,N,Distinction,29325.385023898034,316.0
F,Post Graduate Qualification,90-100%,35-55,0,30,N,Fail,29325.385023898034,145.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,104.0
F,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,248.0
F,A Level or Equivalent,10-20,0-35,0,90,N,Pass,29325.385023898034,149.0
M,HE Qualification,80-90%,0-35,0,60,N,Pass,29325.385023898034,172.0
F,A Level or Equivalent,50-60%,35-55,0,90,N,Pass,29325.385023898034,368.0
M,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,29325.385023898034,5.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,29325.385023898034,3.0
F,HE Qualification,,35-55,0,90,N,Pass,27200.0,196.0
M,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,29325.385023898034,158.0
F,HE Qualification,0-10%,0-35,0,120,N,Fail,29325.385023898034,41.0
F,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction,29325.385023898034,105.0
M,Lower Than A Level,80-90%,0-35,0,120,N,Pass,29325.385023898034,441.0
F,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,29325.385023898034,153.0
M,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,20-30%,0-35,0,150,N,Distinction,29325.385023898034,192.0
M,HE Qualification,60-70%,0-35,0,30,N,Withdrawn,29325.385023898034,104.0
F,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,27200.0,115.0
M,Lower Than A Level,10-20,35-55,0,90,N,Pass,29325.385023898034,892.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,366.0
M,No Formal quals,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,10.0
M,Lower Than A Level,,0-35,0,90,N,Fail,29325.385023898034,189.0
M,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,156.0
F,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,29325.385023898034,145.0
M,A Level or Equivalent,40-50%,35-55,0,240,N,Withdrawn,29325.385023898034,3.0
M,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,29325.385023898034,216.0
M,Lower Than A Level,,35-55,0,60,N,Withdrawn,29325.385023898034,241.0
M,No Formal quals,30-40%,0-35,0,90,N,Withdrawn,30300.0,4.0
M,HE Qualification,70-80%,55<=,0,120,N,Distinction,29325.385023898034,444.0
M,Lower Than A Level,40-50%,0-35,0,60,N,Fail,29325.385023898034,148.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Fail,29325.385023898034,1096.0
M,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,29325.385023898034,119.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn,29325.385023898034,2.0
F,Post Graduate Qualification,,35-55,0,90,N,Pass,29325.385023898034,256.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,29325.385023898034,125.0
M,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,29325.385023898034,281.0
M,Lower Than A Level,10-20,35-55,0,60,N,Fail,29325.385023898034,151.0
F,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,62.0
F,HE Qualification,70-80%,0-35,0,90,N,Fail,29325.385023898034,390.0
M,Post Graduate Qualification,40-50%,35-55,0,90,N,Distinction,29325.385023898034,555.0
F,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,29325.385023898034,360.0
M,HE Qualification,,35-55,0,30,N,Pass,29325.385023898034,373.0
F,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,29325.385023898034,310.0
M,HE Qualification,40-50%,0-35,0,60,N,Distinction,29325.385023898034,506.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,29325.385023898034,176.0
M,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,29325.385023898034,260.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,244.0
F,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,29325.385023898034,277.0
M,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,29325.385023898034,288.0
F,A Level or Equivalent,80-90%,0-35,0,120,Y,Distinction,29325.385023898034,158.0
F,HE Qualification,20-30%,0-35,0,30,N,Pass,29325.385023898034,178.0
F,HE Qualification,,0-35,0,120,N,Withdrawn,27200.0,153.0
M,HE Qualification,,35-55,0,60,N,Pass,27200.0,522.0
M,HE Qualification,,35-55,0,30,N,Withdrawn,27200.0,64.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,29325.385023898034,748.0
M,HE Qualification,50-60%,35-55,0,120,N,Withdrawn,29325.385023898034,351.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,154.0
M,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,29325.385023898034,162.0
M,HE Qualification,80-90%,0-35,0,30,N,Pass,29325.385023898034,118.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29325.385023898034,164.0
F,HE Qualification,,0-35,0,30,N,Distinction,29325.385023898034,148.0
F,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,27200.0,528.0
M,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,40-50%,35-55,0,60,N,Pass,29325.385023898034,578.0
M,No Formal quals,0-10%,0-35,0,240,N,Withdrawn,29325.385023898034,147.0
M,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,29325.385023898034,31.0
M,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,30300.0,938.0
M,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,530.0
M,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,29325.385023898034,133.0
M,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,29325.385023898034,61.0
M,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,396.0
F,HE Qualification,30-40%,35-55,0,120,N,Withdrawn,29325.385023898034,287.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,29325.385023898034,4.0
F,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,29325.385023898034,128.0
F,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,29325.385023898034,123.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Fail,29325.385023898034,394.0
M,HE Qualification,30-40%,0-35,0,120,N,Distinction,29325.385023898034,128.0
M,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,29325.385023898034,97.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,331.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,30300.0,488.0
M,HE Qualification,20-30%,35-55,0,60,N,Pass,29325.385023898034,308.0
M,Lower Than A Level,40-50%,0-35,0,180,Y,Withdrawn,29325.385023898034,210.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,29325.385023898034,288.0
M,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,29325.385023898034,38.0
M,Post Graduate Qualification,,0-35,0,60,N,Distinction,27200.0,450.0
M,Lower Than A Level,,35-55,0,120,N,Withdrawn,29325.385023898034,583.0
M,HE Qualification,10-20,35-55,0,210,N,Withdrawn,29325.385023898034,460.0
M,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,29325.385023898034,147.0
M,A Level or Equivalent,20-30%,35-55,0,120,N,Distinction,29325.385023898034,3411.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Pass,29325.385023898034,124.0
F,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,29325.385023898034,192.0
F,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction,29325.385023898034,516.0
F,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,399.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29325.385023898034,235.0
F,A Level or Equivalent,10-20,0-35,0,150,Y,Withdrawn,30300.0,185.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,29325.385023898034,158.0
M,A Level or Equivalent,,0-35,0,150,N,Distinction,29325.385023898034,108.0
F,Post Graduate Qualification,,35-55,0,60,N,Distinction,29325.385023898034,220.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,1.0
M,HE Qualification,,35-55,0,60,N,Withdrawn,27200.0,609.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,29325.385023898034,48.0
M,HE Qualification,,0-35,0,60,N,Pass,27200.0,237.0
F,Lower Than A Level,10-20,0-35,0,210,N,Withdrawn,29325.385023898034,3.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,29325.385023898034,44.0
M,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,29325.385023898034,120.0
M,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn,29325.385023898034,2.0
M,HE Qualification,90-100%,0-35,0,60,N,Distinction,29325.385023898034,225.0
M,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,29325.385023898034,325.0
M,A Level or Equivalent,80-90%,0-35,0,30,Y,Pass,29325.385023898034,450.0
M,HE Qualification,,35-55,0,90,N,Distinction,27200.0,531.0
M,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,29325.385023898034,485.0
F,Lower Than A Level,50-60%,0-35,0,120,N,Pass,29325.385023898034,182.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,29325.385023898034,412.0
M,A Level or Equivalent,0-10%,35-55,0,90,Y,Pass,29325.385023898034,483.0
M,Post Graduate Qualification,,0-35,0,120,N,Withdrawn,29325.385023898034,23.0
F,Post Graduate Qualification,,0-35,0,60,N,Pass,27200.0,235.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,29325.385023898034,187.0
M,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,30300.0,0.0
M,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,29325.385023898034,345.0
F,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,29325.385023898034,582.0
M,HE Qualification,60-70%,0-35,0,60,N,Fail,29325.385023898034,154.0
M,A Level or Equivalent,40-50%,35-55,0,180,N,Withdrawn,29325.385023898034,95.0
F,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,29325.385023898034,27.0
M,A Level or Equivalent,30-40%,0-35,0,240,N,Withdrawn,29325.385023898034,2.0
M,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,29325.385023898034,281.0
F,A Level or Equivalent,10-20,0-35,0,150,Y,Withdrawn,29325.385023898034,186.0
M,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,29325.385023898034,927.0
M,HE Qualification,90-100%,55<=,0,60,N,Distinction,29325.385023898034,549.0
M,A Level or Equivalent,50-60%,0-35,0,120,Y,Fail,29325.385023898034,270.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,29325.385023898034,126.0
M,HE Qualification,40-50%,35-55,0,30,N,Distinction,29325.385023898034,368.0
M,Lower Than A Level,,0-35,0,120,N,Distinction,29325.385023898034,721.0
F,HE Qualification,,0-35,0,90,N,Pass,27200.0,288.0
F,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,122.0
M,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,29325.385023898034,9.0
M,A Level or Equivalent,50-60%,55<=,0,60,N,Withdrawn,29325.385023898034,131.0
M,HE Qualification,90-100%,55<=,0,150,N,Withdrawn,29325.385023898034,516.0
M,HE Qualification,80-90%,55<=,0,30,N,Distinction,29325.385023898034,385.0
M,Lower Than A Level,50-60%,55<=,0,30,N,Fail,29325.385023898034,444.0
M,HE Qualification,90-100%,55<=,0,30,N,Withdrawn,29325.385023898034,541.0
M,HE Qualification,90-100%,55<=,0,60,N,Pass,29325.385023898034,342.0
M,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,29325.385023898034,405.0
M,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,29325.385023898034,422.0
M,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,29325.385023898034,693.0
M,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,246.0
F,HE Qualification,40-50%,35-55,0,90,N,Pass,29325.385023898034,1050.0
M,HE Qualification,50-60%,35-55,0,60,N,Fail,29325.385023898034,391.0
M,HE Qualification,30-40%,35-55,0,60,N,Pass,29325.385023898034,193.0
M,A Level or Equivalent,70-80%,35-55,0,180,N,Withdrawn,29325.385023898034,277.0
M,A Level or Equivalent,60-70%,35-55,0,240,N,Pass,29325.385023898034,180.0
F,HE Qualification,30-40%,35-55,1,60,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,70-80%,35-55,0,30,N,Pass,29325.385023898034,234.0
M,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,29325.385023898034,764.0
M,Lower Than A Level,70-80%,55<=,0,60,N,Withdrawn,29325.385023898034,193.0
F,HE Qualification,20-30%,35-55,0,30,N,Withdrawn,29325.385023898034,166.0
M,HE Qualification,80-90%,35-55,0,60,N,Distinction,29325.385023898034,3767.0
M,HE Qualification,80-90%,35-55,0,120,N,Distinction,29325.385023898034,586.0
